CLIP Pseudo-label 錯誤樣本分析
====================================================================================================

整體準確率: 84.26% (14884/17664)
錯誤樣本數: 2780/17664

====================================================================================================

錯誤樣本詳細資訊:
----------------------------------------------------------------------------------------------------
Idx    信心度        真實類別                                預測類別                                路徑
1027   0.1817     M58-FORK拖鏈支撐板-2                     M58-機身中牽-3                          data/M58/CAD_ratioFilter/M58-FORK拖鏈支撐板-2/217_0.01930172584804602M58-FORK拖鏈支撐板-2_90Axis_316degree.jpg
1028   0.1779     M58-FORK拖鏈支撐板-2                     M58-機身中牽-3                          data/M58/CAD_ratioFilter/M58-FORK拖鏈支撐板-2/218_0.019277921047411228M58-FORK拖鏈支撐板-2_45Axis_316degree.jpg
1029   0.2244     M58-FORK拖鏈支撐板-2                     M58-機身中牽-3                          data/M58/CAD_ratioFilter/M58-FORK拖鏈支撐板-2/219_0.019250148780003966M58-FORK拖鏈支撐板-2_45Axis_356degree.jpg
1031   0.2871     M58-FORK拖鏈支撐板-2                     M58-機身中牽-3                          data/M58/CAD_ratioFilter/M58-FORK拖鏈支撐板-2/220_0.01920849037889308M58-FORK拖鏈支撐板-2_45Axis_0degree.jpg
1032   0.2865     M58-FORK拖鏈支撐板-2                     M58-機身中牽-3                          data/M58/CAD_ratioFilter/M58-FORK拖鏈支撐板-2/221_0.01920452291212061M58-FORK拖鏈支撐板-2_90Axis_0degree.jpg
1033   0.2728     M58-FORK拖鏈支撐板-2                     M58-機身中牽-3                          data/M58/CAD_ratioFilter/M58-FORK拖鏈支撐板-2/222_0.019146994643919855M58-FORK拖鏈支撐板-2_90Axis_180degree.jpg
1034   0.1620     M58-FORK拖鏈支撐板-2                     M58-時規皮帶齒條                          data/M58/CAD_ratioFilter/M58-FORK拖鏈支撐板-2/223_0.019010117040269787M58-FORK拖鏈支撐板-2_0Axis_160degree.jpg
1035   0.1881     M58-FORK拖鏈支撐板-2                     M58-機身中牽-3                          data/M58/CAD_ratioFilter/M58-FORK拖鏈支撐板-2/224_0.018906962904185677M58-FORK拖鏈支撐板-2_315Axis_228degree.jpg
1036   0.2416     M58-FORK拖鏈支撐板-2                     M58-機身中牽-3                          data/M58/CAD_ratioFilter/M58-FORK拖鏈支撐板-2/225_0.01888117437016465M58-FORK拖鏈支撐板-2_315Axis_188degree.jpg
1037   0.2452     M58-FORK拖鏈支撐板-2                     M58-機身中牽-3                          data/M58/CAD_ratioFilter/M58-FORK拖鏈支撐板-2/226_0.018781987700853004M58-FORK拖鏈支撐板-2_45Axis_352degree.jpg
1056   0.2245     M58-FORK拖鏈支撐板-2                     M58-FORK拖鏈支撐板                       data/M58/CAD_ratioFilter/M58-FORK拖鏈支撐板-2/39_0.026833961515572307M58-FORK拖鏈支撐板-2_315Axis_308degree.jpg
1064   0.2632     M58-FORK拖鏈支撐板-2                     M58-FORK拖鏈支撐板                       data/M58/CAD_ratioFilter/M58-FORK拖鏈支撐板-2/46_0.026296369767903192M58-FORK拖鏈支撐板-2_315Axis_304degree.jpg
1066   0.2582     M58-FORK拖鏈支撐板-2                     M58-FORK拖鏈支撐板                       data/M58/CAD_ratioFilter/M58-FORK拖鏈支撐板-2/48_0.026248760166633606M58-FORK拖鏈支撐板-2_315Axis_300degree.jpg
1076   0.2784     M58-FORK拖鏈支撐板-2                     M58-FORK拖鏈支撐板                       data/M58/CAD_ratioFilter/M58-FORK拖鏈支撐板-2/57_0.026042451894465385M58-FORK拖鏈支撐板-2_315Axis_296degree.jpg
1087   0.2780     M58-FORK拖鏈支撐板-2                     M58-FORK拖鏈支撐板                       data/M58/CAD_ratioFilter/M58-FORK拖鏈支撐板-2/67_0.025853997222773258M58-FORK拖鏈支撐板-2_315Axis_292degree.jpg
1091   0.2128     M58-FORK拖鏈支撐板-2                     M58-FORK拖鏈支撐板                       data/M58/CAD_ratioFilter/M58-FORK拖鏈支撐板-2/70_0.02582225748859353M58-FORK拖鏈支撐板-2_315Axis_320degree.jpg
1094   0.2150     M58-FORK拖鏈支撐板-2                     M58-FORK拖鏈支撐板                       data/M58/CAD_ratioFilter/M58-FORK拖鏈支撐板-2/73_0.025796468954572504M58-FORK拖鏈支撐板-2_315Axis_316degree.jpg
1099   0.1556     M58-FORK拖鏈支撐板-2                     M58-機身中牽-3                          data/M58/CAD_ratioFilter/M58-FORK拖鏈支撐板-2/78_0.0255246974806586M58-FORK拖鏈支撐板-2_90Axis_192degree.jpg
1110   0.2108     M58-FORK拖鏈支撐板-2                     M58-FORK拖鏈支撐板                       data/M58/CAD_ratioFilter/M58-FORK拖鏈支撐板-2/88_0.024929577464788733M58-FORK拖鏈支撐板-2_315Axis_324degree.jpg
1114   0.2487     M58-FORK拖鏈支撐板-2                     M58-FORK拖鏈支撐板                       data/M58/CAD_ratioFilter/M58-FORK拖鏈支撐板-2/91_0.02487998413013291M58-FORK拖鏈支撐板-2_315Axis_288degree.jpg
1122   0.2091     M58-FORK拖鏈支撐板-2                     M58-FORK拖鏈支撐板                       data/M58/CAD_ratioFilter/M58-FORK拖鏈支撐板-2/99_0.024546716921245784M58-FORK拖鏈支撐板-2_315Axis_284degree.jpg
1495   0.1025     M58-Fork機身-1                        M58-Fork機身連接板                       data/M58/CAD_ratioFilter/M58-Fork機身-1/215_0.016143622297163263M58-Fork機身-1_90Axis_112degree.jpg
1496   0.0612     M58-Fork機身-1                        M58-Fork機身連接板                       data/M58/CAD_ratioFilter/M58-Fork機身-1/216_0.01601864709383059M58-Fork機身-1_90Axis_96degree.jpg
1497   0.1182     M58-Fork機身-1                        M58-Fork機身連接板                       data/M58/CAD_ratioFilter/M58-Fork機身-1/217_0.015802420154731205M58-Fork機身-1_90Axis_120degree.jpg
1498   0.1105     M58-Fork機身-1                        M58-Fork機身連接板                       data/M58/CAD_ratioFilter/M58-Fork機身-1/218_0.01579845268795874M58-Fork機身-1_90Axis_292degree.jpg
1499   0.1152     M58-Fork機身-1                        M58-Fork機身連接板                       data/M58/CAD_ratioFilter/M58-Fork機身-1/219_0.015788534021027575M58-Fork機身-1_90Axis_288degree.jpg
2325   0.2178     M58-SENSOR固定片(減速、急停)                M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-SENSOR固定片(減速、急停)/124_0.250553461614759M58-SENSOR固定片(減速、急停)_90Axis_236degree.jpg
2329   0.2709     M58-SENSOR固定片(減速、急停)                M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-SENSOR固定片(減速、急停)/128_0.250025788534021M58-SENSOR固定片(減速、急停)_90Axis_240degree.jpg
2934   0.1898     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/101_0.07087681015671493M58-下方護蓋1(從動側)_90Axis_164degree.jpg
2942   0.1845     M58-下方護蓋1(從動側)                      M58-從動側外殼                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/109_0.07038682801031541M58-下方護蓋1(從動側)_90Axis_340degree.jpg
2947   0.1525     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/113_0.07013489387026384M58-下方護蓋1(從動側)_0Axis_180degree.jpg
2949   0.1804     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/115_0.07001190240031739M58-下方護蓋1(從動側)_90Axis_160degree.jpg
2954   0.2060     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/11_0.07576274548700655M58-下方護蓋1(從動側)_90Axis_4degree.jpg
2962   0.1065     M58-下方護蓋1(從動側)                      M58-擺臂                              data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/127_0.06891291410434437M58-下方護蓋1(從動側)_45Axis_328degree.jpg
2971   0.1353     M58-下方護蓋1(從動側)                      M58-下封板                             data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/135_0.06757984526879587M58-下方護蓋1(從動側)_315Axis_148degree.jpg
2975   0.1130     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/139_0.06664550684388018M58-下方護蓋1(從動側)_45Axis_324degree.jpg
2976   0.1809     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/13_0.07573100575282682M58-下方護蓋1(從動側)_90Axis_8degree.jpg
2992   0.1722     M58-下方護蓋1(從動側)                      M58-從動側外殼                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/154_0.06370561396548304M58-下方護蓋1(從動側)_90Axis_332degree.jpg
2994   0.1637     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/156_0.06353302916088077M58-下方護蓋1(從動側)_90Axis_152degree.jpg
3005   0.1132     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/166_0.061110890696290415M58-下方護蓋1(從動側)_45Axis_136degree.jpg
3031   0.1712     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/18_0.07557825828208689M58-下方護蓋1(從動側)_45Axis_356degree.jpg
3033   0.1161     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/191_0.0571473913905971M58-下方護蓋1(從動側)_45Axis_132degree.jpg
3042   0.1980     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/19_0.07552073001388614M58-下方護蓋1(從動側)_90Axis_0degree.jpg
3043   0.1743     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/1_0.07724657805990875M58-下方護蓋1(從動側)_315Axis_0degree.jpg
3054   0.1532     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/20_0.07545923427891292M58-下方護蓋1(從動側)_315Axis_8degree.jpg
3065   0.2286     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/21_0.07545129934536798M58-下方護蓋1(從動側)_45Axis_172degree.jpg
3076   0.2595     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/22_0.07542947827811942M58-下方護蓋1(從動側)_45Axis_176degree.jpg
3096   0.2065     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/26_0.07532830787542154M58-下方護蓋1(從動側)_90Axis_176degree.jpg
3097   0.1859     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/27_0.07532830787542154M58-下方護蓋1(從動側)_45Axis_352degree.jpg
3098   0.1600     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/28_0.07526879587383456M58-下方護蓋1(從動側)_45Axis_344degree.jpg
3099   0.2188     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/29_0.07524499107319976M58-下方護蓋1(從動側)_45Axis_8degree.jpg
3100   0.2742     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/2_0.07714937512398333M58-下方護蓋1(從動側)_45Axis_180degree.jpg
3103   0.2106     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/32_0.07499702439992065M58-下方護蓋1(從動側)_45Axis_168degree.jpg
3104   0.2107     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/33_0.07497917079944455M58-下方護蓋1(從動側)_90Axis_180degree.jpg
3107   0.1530     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/36_0.07486808172981552M58-下方護蓋1(從動側)_0Axis_352degree.jpg
3108   0.1368     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/37_0.07486213052965682M58-下方護蓋1(從動側)_45Axis_348degree.jpg
3111   0.1615     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/3_0.0762785161674271M58-下方護蓋1(從動側)_315Axis_4degree.jpg
3115   0.1975     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/43_0.07463995239039874M58-下方護蓋1(從動側)_45Axis_4degree.jpg
3121   0.1605     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/49_0.07429478278119421M58-下方護蓋1(從動側)_45Axis_0degree.jpg
3122   0.1909     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/4_0.075971037492561M58-下方護蓋1(從動側)_90Axis_356degree.jpg
3129   0.1928     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/56_0.07390597103749257M58-下方護蓋1(從動側)_45Axis_12degree.jpg
3130   0.1691     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/57_0.07379686570124976M58-下方護蓋1(從動側)_45Axis_340degree.jpg
3131   0.1849     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/58_0.07377107716722872M58-下方護蓋1(從動側)_0Axis_168degree.jpg
3133   0.2202     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/5_0.07592541162467764M58-下方護蓋1(從動側)_45Axis_188degree.jpg
3135   0.2574     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/61_0.07358658996230906M58-下方護蓋1(從動側)_45Axis_164degree.jpg
3136   0.1340     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/62_0.07351517556040468M58-下方護蓋1(從動側)_45Axis_16degree.jpg
3140   0.1701     M58-下方護蓋1(從動側)                      M58-從動側外殼                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/66_0.07330688355485022M58-下方護蓋1(從動側)_90Axis_336degree.jpg
3146   0.1779     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/71_0.07286649474310652M58-下方護蓋1(從動側)_315Axis_160degree.jpg
3151   0.1697     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/76_0.07265026780400714M58-下方護蓋1(從動側)_90Axis_156degree.jpg
3153   0.2454     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/78_0.07245784566554254M58-下方護蓋1(從動側)_45Axis_160degree.jpg
3155   0.2383     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/7_0.07589168815711168M58-下方護蓋1(從動側)_45Axis_184degree.jpg
3156   0.1680     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/80_0.0724003173973418M58-下方護蓋1(從動側)_90Axis_348degree.jpg
3157   0.1592     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/81_0.07238643126363817M58-下方護蓋1(從動側)_45Axis_336degree.jpg
3159   0.1816     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/83_0.07225352112676056M58-下方護蓋1(從動側)_0Axis_176degree.jpg
3160   0.1828     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/84_0.07222376512596707M58-下方護蓋1(從動側)_90Axis_352degree.jpg
3162   0.1479     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/86_0.07210275738940686M58-下方護蓋1(從動側)_45Axis_20degree.jpg
3165   0.2087     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/89_0.07185082324935528M58-下方護蓋1(從動側)_90Axis_168degree.jpg
3166   0.2003     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/8_0.07585201348938703M58-下方護蓋1(從動側)_90Axis_12degree.jpg
3167   0.1635     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/90_0.07183693711565166M58-下方護蓋1(從動側)_0Axis_4degree.jpg
3174   0.1971     M58-下方護蓋1(從動側)                      M58-從動側外殼                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/97_0.07124578456655425M58-下方護蓋1(從動側)_90Axis_344degree.jpg
3175   0.1628     M58-下方護蓋1(從動側)                      M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-下方護蓋1(從動側)/98_0.071218012299147M58-下方護蓋1(從動側)_315Axis_156degree.jpg
3323   0.2320     M58-下方護蓋1(驅動側)                      M58-下方護蓋1(從動側)                      data/M58/CAD_ratioFilter/M58-下方護蓋1(驅動側)/231_0.04320571315215235M58-下方護蓋1(驅動側)_45Axis_60degree.jpg
3425   0.2172     M58-中牽夾具                            M58-中牽夾具-2-A                        data/M58/CAD_ratioFilter/M58-中牽夾具/103_0.2954036897440984M58-中牽夾具_45Axis_248degree.jpg
3426   0.1089     M58-中牽夾具                            M58-FORK定位檢知片                       data/M58/CAD_ratioFilter/M58-中牽夾具/104_0.29454473318785956M58-中牽夾具_0Axis_36degree.jpg
3428   0.1444     M58-中牽夾具                            M58-SENSOR固定片(減速、急停)                data/M58/CAD_ratioFilter/M58-中牽夾具/106_0.29440785558420945M58-中牽夾具_45Axis_64degree.jpg
3449   0.1087     M58-中牽夾具                            M58-FORK定位固定片                       data/M58/CAD_ratioFilter/M58-中牽夾具/125_0.2881134695496925M58-中牽夾具_0Axis_212degree.jpg
3454   0.1945     M58-中牽夾具                            M58-SENSOR固定片(減速、急停)                data/M58/CAD_ratioFilter/M58-中牽夾具/12_0.33746875619916683M58-中牽夾具_0Axis_72degree.jpg
3458   0.1230     M58-中牽夾具                            M58-SENSOR固定片(減速、急停)                data/M58/CAD_ratioFilter/M58-中牽夾具/133_0.28501289426701054M58-中牽夾具_45Axis_52degree.jpg
3464   0.0842     M58-中牽夾具                            M58-FORK定位檢知片                       data/M58/CAD_ratioFilter/M58-中牽夾具/139_0.2826720888712557M58-中牽夾具_0Axis_32degree.jpg
3477   0.1128     M58-中牽夾具                            M58-FORK定位固定片                       data/M58/CAD_ratioFilter/M58-中牽夾具/150_0.2763519143027177M58-中牽夾具_0Axis_208degree.jpg
3486   0.0992     M58-中牽夾具                            M58-SENSOR固定片(減速、急停)                data/M58/CAD_ratioFilter/M58-中牽夾具/159_0.2728149176750645M58-中牽夾具_45Axis_44degree.jpg
3488   0.1070     M58-中牽夾具                            M58-FORK定位檢知片                       data/M58/CAD_ratioFilter/M58-中牽夾具/160_0.26900218210672483M58-中牽夾具_0Axis_28degree.jpg
3495   0.1108     M58-中牽夾具                            M58-SENSOR固定片(減速、急停)                data/M58/CAD_ratioFilter/M58-中牽夾具/167_0.2661475897639357M58-中牽夾具_45Axis_40degree.jpg
3496   0.0907     M58-中牽夾具                            M58-SENSOR固定片(減速、急停)                data/M58/CAD_ratioFilter/M58-中牽夾具/168_0.2659432652251537M58-中牽夾具_45Axis_140degree.jpg
3499   0.1063     M58-中牽夾具                            M58-FORK定位檢知片                       data/M58/CAD_ratioFilter/M58-中牽夾具/170_0.26398532037294187M58-中牽夾具_0Axis_204degree.jpg
3503   0.1149     M58-中牽夾具                            M58-FORK定位檢知片                       data/M58/CAD_ratioFilter/M58-中牽夾具/174_0.2606228922832771M58-中牽夾具_315Axis_324degree.jpg
3507   0.1022     M58-中牽夾具                            M58-FORK定位檢知片                       data/M58/CAD_ratioFilter/M58-中牽夾具/178_0.25679428684784766M58-中牽夾具_45Axis_36degree.jpg
3508   0.0715     M58-中牽夾具                            M58-機身下固定板                          data/M58/CAD_ratioFilter/M58-中牽夾具/179_0.2566336044435628M58-中牽夾具_45Axis_144degree.jpg
3510   0.1214     M58-中牽夾具                            M58-壓板調整座                           data/M58/CAD_ratioFilter/M58-中牽夾具/180_0.256609799642928M58-中牽夾具_0Axis_24degree.jpg
3513   0.1881     M58-中牽夾具                            M58-FORK定位檢知片                       data/M58/CAD_ratioFilter/M58-中牽夾具/183_0.25149375123983336M58-中牽夾具_315Axis_328degree.jpg
3518   0.1143     M58-中牽夾具                            M58-FORK定位檢知片                       data/M58/CAD_ratioFilter/M58-中牽夾具/188_0.2462229716326126M58-中牽夾具_45Axis_148degree.jpg
3519   0.1705     M58-中牽夾具                            M58-FORK定位檢知片                       data/M58/CAD_ratioFilter/M58-中牽夾具/189_0.24620313429875024M58-中牽夾具_45Axis_32degree.jpg
3520   0.1820     M58-中牽夾具                            M58-SENSOR固定片(減速、急停)                data/M58/CAD_ratioFilter/M58-中牽夾具/18_0.3317198968458639M58-中牽夾具_0Axis_108degree.jpg
3522   0.2860     M58-中牽夾具                            M58-乘載板固定座                          data/M58/CAD_ratioFilter/M58-中牽夾具/191_0.243304899821464M58-中牽夾具_0Axis_160degree.jpg
3524   0.1219     M58-中牽夾具                            M58-乘載板固定座                          data/M58/CAD_ratioFilter/M58-中牽夾具/193_0.2400119024003174M58-中牽夾具_315Axis_332degree.jpg
3526   0.2057     M58-中牽夾具                            M58-壓板調整座                           data/M58/CAD_ratioFilter/M58-中牽夾具/195_0.2396310255901607M58-中牽夾具_0Axis_20degree.jpg
3528   0.1287     M58-中牽夾具                            M58-FORK定位固定片                       data/M58/CAD_ratioFilter/M58-中牽夾具/197_0.23382265423527077M58-中牽夾具_45Axis_152degree.jpg
3530   0.1131     M58-中牽夾具                            M58-走行從動輪固定座                        data/M58/CAD_ratioFilter/M58-中牽夾具/199_0.23318190835151756M58-中牽夾具_45Axis_28degree.jpg
3531   0.1128     M58-中牽夾具                            M58-機身下固定板                          data/M58/CAD_ratioFilter/M58-中牽夾具/19_0.33035905574290814M58-中牽夾具_0Axis_252degree.jpg
3536   0.1067     M58-中牽夾具                            M58-FORK定位檢知片                       data/M58/CAD_ratioFilter/M58-中牽夾具/203_0.2276968855385836M58-中牽夾具_315Axis_204degree.jpg
3540   0.1901     M58-中牽夾具                            M58-壓板調整座                           data/M58/CAD_ratioFilter/M58-中牽夾具/207_0.22070422535211268M58-中牽夾具_0Axis_16degree.jpg
3541   0.3240     M58-中牽夾具                            M58-乘載板固定座                          data/M58/CAD_ratioFilter/M58-中牽夾具/208_0.22049990081333068M58-中牽夾具_0Axis_164degree.jpg
3542   0.1137     M58-中牽夾具                            M58-走行從動輪固定座                        data/M58/CAD_ratioFilter/M58-中牽夾具/209_0.21916286451100972M58-中牽夾具_45Axis_24degree.jpg
3544   0.0960     M58-中牽夾具                            M58-FORK定位檢知片                       data/M58/CAD_ratioFilter/M58-中牽夾具/210_0.2188355485022813M58-中牽夾具_315Axis_156degree.jpg
3545   0.1588     M58-中牽夾具                            M58-乘載板固定座                          data/M58/CAD_ratioFilter/M58-中牽夾具/211_0.21813925808371354M58-中牽夾具_45Axis_156degree.jpg
3547   0.2176     M58-中牽夾具                            M58-擺臂                              data/M58/CAD_ratioFilter/M58-中牽夾具/213_0.2133108510216227M58-中牽夾具_0Axis_348degree.jpg
3548   0.1514     M58-中牽夾具                            M58-乘載板固定座                          data/M58/CAD_ratioFilter/M58-中牽夾具/214_0.21142630430470144M58-中牽夾具_315Axis_340degree.jpg
3549   0.1064     M58-中牽夾具                            M58-乘載板固定座                          data/M58/CAD_ratioFilter/M58-中牽夾具/215_0.21130132910136878M58-中牽夾具_0Axis_192degree.jpg
3550   0.0905     M58-中牽夾具                            M58-毛刷連接板-1                         data/M58/CAD_ratioFilter/M58-中牽夾具/216_0.21065463201745685M58-中牽夾具_45Axis_340degree.jpg
3551   0.1300     M58-中牽夾具                            M58-驅動側外殼                           data/M58/CAD_ratioFilter/M58-中牽夾具/217_0.21064272961713945M58-中牽夾具_45Axis_200degree.jpg
3552   0.0886     M58-中牽夾具                            M58-中牽夾具-2-A                        data/M58/CAD_ratioFilter/M58-中牽夾具/218_0.21057726641539376M58-中牽夾具_315Axis_200degree.jpg
3553   0.1718     M58-中牽夾具                            M58-電池固定架1                          data/M58/CAD_ratioFilter/M58-中牽夾具/219_0.2022436024598294M58-中牽夾具_45Axis_160degree.jpg
3555   0.0669     M58-中牽夾具                            M58-FORK定位檢知片                       data/M58/CAD_ratioFilter/M58-中牽夾具/220_0.20189248165046617M58-中牽夾具_315Axis_160degree.jpg
3556   0.1107     M58-中牽夾具                            M58-壓板調整座                           data/M58/CAD_ratioFilter/M58-中牽夾具/221_0.20162071017655228M58-中牽夾具_315Axis_20degree.jpg
3557   0.3327     M58-中牽夾具                            M58-乘載板固定座                          data/M58/CAD_ratioFilter/M58-中牽夾具/222_0.20101963896052372M58-中牽夾具_0Axis_168degree.jpg
3558   0.1752     M58-中牽夾具                            M58-乘載板固定座                          data/M58/CAD_ratioFilter/M58-中牽夾具/223_0.20082920055544534M58-中牽夾具_315Axis_344degree.jpg
3559   0.1019     M58-中牽夾具                            M58-調整螺絲固定塊                         data/M58/CAD_ratioFilter/M58-中牽夾具/224_0.20073398135290618M58-中牽夾具_315Axis_196degree.jpg
3560   0.2893     M58-中牽夾具                            M58-SENSOR固定片(減速、急停)                data/M58/CAD_ratioFilter/M58-中牽夾具/22_0.32555445348145207M58-中牽夾具_0Axis_68degree.jpg
3561   0.2331     M58-中牽夾具                            M58-SENSOR固定片(減速、急停)                data/M58/CAD_ratioFilter/M58-中牽夾具/23_0.32469351319182704M58-中牽夾具_0Axis_60degree.jpg
3566   0.2874     M58-中牽夾具                            M58-SENSOR固定片(減速、急停)                data/M58/CAD_ratioFilter/M58-中牽夾具/28_0.32376512596707M58-中牽夾具_0Axis_64degree.jpg
3571   0.1562     M58-中牽夾具                            M58-SENSOR固定片(減速、急停)                data/M58/CAD_ratioFilter/M58-中牽夾具/32_0.32027970640745884M58-中牽夾具_0Axis_56degree.jpg
3576   0.1283     M58-中牽夾具                            M58-SENSOR固定片(減速、急停)                data/M58/CAD_ratioFilter/M58-中牽夾具/37_0.31917675064471335M58-中牽夾具_0Axis_52degree.jpg
3594   0.1188     M58-中牽夾具                            M58-SENSOR固定片(減速、急停)                data/M58/CAD_ratioFilter/M58-中牽夾具/53_0.31452489585399723M58-中牽夾具_0Axis_48degree.jpg
3612   0.2284     M58-中牽夾具                            M58-SENSOR固定片(減速、急停)                data/M58/CAD_ratioFilter/M58-中牽夾具/6_0.3398393175957151M58-中牽夾具_0Axis_76degree.jpg
