image_path,class_id,true_class,pred_class,confidence,is_correct
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195251.jpg,5,M58-Fork機身-2,M58-Fork機身-2,0.7818,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195417.jpg,5,M58-Fork機身-2,M58-Fork機身-2,0.9957,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195405.jpg,5,M58-Fork機身-2,M58-Fork機身-2,0.8523,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195406.jpg,5,M58-Fork機身-2,M58-Fork機身-2,0.9858,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195358.jpg,5,M58-Fork機身-2,M58-皮帶支撐片,0.6198,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195414.jpg,5,M58-Fork機身-2,M58-下方護蓋1(從動側),0.4708,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195408.jpg,5,M58-Fork機身-2,M58-下方護蓋1(從動側),0.8454,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103720.jpg,6,M58-Fork馬達固定板,M58-電池固定架2,0.4537,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103725.jpg,6,M58-Fork馬達固定板,M58-走行馬達固定座,0.5446,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103726.jpg,6,M58-Fork馬達固定板,M58-擺臂部馬達固定座,0.6001,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103303.jpg,6,M58-Fork馬達固定板,M58-擺臂部馬達固定座,0.7422,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103323.jpg,6,M58-Fork馬達固定板,M58-電池固定架2,0.5559,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103329.jpg,6,M58-Fork馬達固定板,M58-電池固定架2,0.6661,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103340.jpg,6,M58-Fork馬達固定板,M58-側邊導輪固定板,0.4211,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103314.jpg,6,M58-Fork馬達固定板,M58-側邊導輪固定板,0.3470,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103258.jpg,6,M58-Fork馬達固定板,M58-擺臂部馬達固定座,0.7862,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103302.jpg,6,M58-Fork馬達固定板,M58-擺臂部馬達固定座,0.8238,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103758.jpg,6,M58-Fork馬達固定板,M58-Fork馬達固定板,0.5776,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103757.jpg,6,M58-Fork馬達固定板,M58-電池固定架2,0.4105,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103754.jpg,6,M58-Fork馬達固定板,M58-側邊導輪固定板,0.4244,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103730.jpg,6,M58-Fork馬達固定板,M58-走行馬達固定座,0.5582,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103749.jpg,6,M58-Fork馬達固定板,M58-Fork馬達固定板,0.8161,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103736.jpg,6,M58-Fork馬達固定板,M58-電池固定架2,0.4410,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103737.jpg,6,M58-Fork馬達固定板,M58-從動側走行機身,0.3677,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103744.jpg,6,M58-Fork馬達固定板,M58-走行馬達固定座,0.6234,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103806.jpg,6,M58-Fork馬達固定板,M58-側邊導輪固定板,0.6494,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103805.jpg,6,M58-Fork馬達固定板,M58-側邊導輪固定板,0.6326,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103803.jpg,6,M58-Fork馬達固定板,M58-電池固定架2,0.3951,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103802.jpg,6,M58-Fork馬達固定板,M58-Encoder側走行機身,0.7777,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103811.jpg,6,M58-Fork馬達固定板,M58-側邊導輪固定板,0.4319,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103353.jpg,6,M58-Fork馬達固定板,M58-擺臂部馬達固定座,0.5175,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103354.jpg,6,M58-Fork馬達固定板,M58-走行馬達固定座,0.5961,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103359.jpg,6,M58-Fork馬達固定板,M58-走行馬達固定座,0.5487,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103400.jpg,6,M58-Fork馬達固定板,M58-走行馬達固定座,0.4323,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103424.jpg,6,M58-Fork馬達固定板,M58-擺臂部馬達固定座,0.9027,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103425.jpg,6,M58-Fork馬達固定板,M58-擺臂部馬達固定座,0.6345,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103430.jpg,6,M58-Fork馬達固定板,M58-側邊導輪固定板,0.2887,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103622.jpg,6,M58-Fork馬達固定板,M58-電池固定架2,0.9264,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103623.jpg,6,M58-Fork馬達固定板,M58-電池固定架2,0.8068,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103631.jpg,6,M58-Fork馬達固定板,M58-電池固定架2,0.8969,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103632.jpg,6,M58-Fork馬達固定板,M58-電池固定架2,0.6473,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103644.jpg,6,M58-Fork馬達固定板,M58-擺臂部馬達固定座,0.5215,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103655.jpg,6,M58-Fork馬達固定板,M58-Fork馬達固定板,0.9899,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103656.jpg,6,M58-Fork馬達固定板,M58-Fork馬達固定板,0.9978,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103703.jpg,6,M58-Fork馬達固定板,M58-電池固定架2,0.6854,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork馬達固定板/20240717103713.jpg,6,M58-Fork馬達固定板,M58-Fork馬達固定板,0.4804,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104335.jpg,7,M58-下封板,M58-下封板,0.9066,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104324.jpg,7,M58-下封板,M58-乘載板,0.1945,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104153.jpg,7,M58-下封板,M58-下封板,0.4943,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104149.jpg,7,M58-下封板,M58-加熱器固定板,0.4264,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104134.jpg,7,M58-下封板,M58-從動側FORK機身,0.8231,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104130.jpg,7,M58-下封板,M58-下封板,0.9458,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104144.jpg,7,M58-下封板,M58-下封板,0.5387,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104140.jpg,7,M58-下封板,M58-下封板,0.5538,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104118.jpg,7,M58-下封板,M58-下封板,0.8969,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104108.jpg,7,M58-下封板,M58-下封板,0.9861,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104103.jpg,7,M58-下封板,M58-下封板,0.9645,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104057.jpg,7,M58-下封板,M58-下封板,0.8854,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104051.jpg,7,M58-下封板,M58-下封板,0.8977,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104046.jpg,7,M58-下封板,M58-從動側FORK機身,0.7725,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104129.jpg,7,M58-下封板,M58-下封板,0.9745,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104126.jpg,7,M58-下封板,M58-下封板,0.9708,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104331.jpg,7,M58-下封板,M58-從動側FORK機身,0.6475,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104218.jpg,7,M58-下封板,M58-從動側FORK機身,0.7780,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104318.jpg,7,M58-下封板,M58-驅動側外殼,0.3686,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104257.jpg,7,M58-下封板,M58-走行從動輪固定座,0.3279,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104246.jpg,7,M58-下封板,M58-從動側FORK機身,0.9523,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104245.jpg,7,M58-下封板,M58-從動側FORK機身,0.9076,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104237.jpg,7,M58-下封板,M58-從動側FORK機身,0.8842,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104231.jpg,7,M58-下封板,M58-從動側FORK機身,0.7648,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104228.jpg,7,M58-下封板,M58-從動側FORK機身,0.8861,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104200.jpg,7,M58-下封板,M58-下方護蓋1(從動側),0.7589,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104216.jpg,7,M58-下封板,M58-從動側FORK機身,0.5450,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104215.jpg,7,M58-下封板,M58-從動側FORK機身,0.7142,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104208.jpg,7,M58-下封板,M58-下方護蓋1(從動側),0.8722,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104156.jpg,7,M58-下封板,M58-下方護蓋1(從動側),0.6286,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下封板/20240717104157.jpg,7,M58-下封板,M58-下方護蓋1(從動側),0.6419,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134309.jpg,8,M58-下方護蓋1(從動側),M58-乘載板,0.6901,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134419.jpg,8,M58-下方護蓋1(從動側),M58-下方護蓋1(從動側),0.7532,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134416.jpg,8,M58-下方護蓋1(從動側),M58-下方護蓋1(從動側),0.4658,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134256.jpg,8,M58-下方護蓋1(從動側),M58-從動側FORK機身,0.4734,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134306.jpg,8,M58-下方護蓋1(從動側),M58-乘載板,0.9147,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134239.jpg,8,M58-下方護蓋1(從動側),M58-FORK定位固定片,0.6780,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134229.jpg,8,M58-下方護蓋1(從動側),M58-下方護蓋1(從動側),0.8457,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134227.jpg,8,M58-下方護蓋1(從動側),M58-下方護蓋1(從動側),0.9068,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134254.jpg,8,M58-下方護蓋1(從動側),M58-從動側FORK機身,0.5641,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134226.jpg,8,M58-下方護蓋1(從動側),M58-下方護蓋1(從動側),0.8149,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134216.jpg,8,M58-下方護蓋1(從動側),M58-下方護蓋1(從動側),0.9930,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134211.jpg,8,M58-下方護蓋1(從動側),M58-下方護蓋1(從動側),0.8164,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134215.jpg,8,M58-下方護蓋1(從動側),M58-下方護蓋1(從動側),0.9957,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134207.jpg,8,M58-下方護蓋1(從動側),M58-下方護蓋1(從動側),0.9926,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134154.jpg,8,M58-下方護蓋1(從動側),M58-皮帶拖板,0.2530,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134146.jpg,8,M58-下方護蓋1(從動側),M58-電池固定架1,0.6886,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134130.jpg,8,M58-下方護蓋1(從動側),M58-Fork機身-1,0.8742,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134336.jpg,8,M58-下方護蓋1(從動側),M58-FORK定位固定片,0.8121,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134355.jpg,8,M58-下方護蓋1(從動側),M58-Fork機身-1,0.6861,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134409.jpg,8,M58-下方護蓋1(從動側),M58-下方護蓋1(從動側),0.8180,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134408.jpg,8,M58-下方護蓋1(從動側),M58-下方護蓋1(從動側),0.8591,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134359.jpg,8,M58-下方護蓋1(從動側),M58-Fork機身-2,0.5637,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134406.jpg,8,M58-下方護蓋1(從動側),M58-下方護蓋1(從動側),0.9276,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134358.jpg,8,M58-下方護蓋1(從動側),M58-Fork機身-2,0.5168,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134356.jpg,8,M58-下方護蓋1(從動側),M58-Fork機身-1,0.5719,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134320.jpg,8,M58-下方護蓋1(從動側),M58-下方護蓋1(從動側),0.5794,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134333.jpg,8,M58-下方護蓋1(從動側),M58-FORK定位固定片,0.7600,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134347.jpg,8,M58-下方護蓋1(從動側),M58-下方護蓋1(從動側),0.9877,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134344.jpg,8,M58-下方護蓋1(從動側),M58-下方護蓋1(從動側),0.7344,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-下方護蓋1(從動側)/20240417134317.jpg,8,M58-下方護蓋1(從動側),M58-乘載板,0.8573,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416203949.jpg,9,M58-乘載板,M58-下方護蓋1(從動側),0.4188,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416203952.jpg,9,M58-乘載板,M58-乘載板,0.9976,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416203857.jpg,9,M58-乘載板,M58-乘載板,0.9657,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416204045.jpg,9,M58-乘載板,M58-乘載板,0.6383,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416204048.jpg,9,M58-乘載板,M58-乘載板,0.4877,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416204050.jpg,9,M58-乘載板,M58-乘載板,0.6727,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416204054.jpg,9,M58-乘載板,M58-乘載板,0.9868,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416204055.jpg,9,M58-乘載板,M58-乘載板,0.9333,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416204057.jpg,9,M58-乘載板,M58-乘載板,0.9949,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416204103.jpg,9,M58-乘載板,M58-乘載板,0.8494,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416204105.jpg,9,M58-乘載板,M58-乘載板,0.8667,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416203920.jpg,9,M58-乘載板,M58-乘載板,0.5151,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416203917.jpg,9,M58-乘載板,M58-乘載板,0.8199,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416203913.jpg,9,M58-乘載板,M58-乘載板,0.5632,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416203911.jpg,9,M58-乘載板,M58-乘載板,0.5062,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416203907.jpg,9,M58-乘載板,M58-乘載板,0.4418,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416203905.jpg,9,M58-乘載板,M58-乘載板,0.6290,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416203900.jpg,9,M58-乘載板,M58-乘載板,0.8844,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416203858.jpg,9,M58-乘載板,M58-乘載板,0.9875,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416204037.jpg,9,M58-乘載板,M58-皮帶拖板,0.5230,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416204034.jpg,9,M58-乘載板,M58-皮帶拖板,0.6160,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416204028.jpg,9,M58-乘載板,M58-乘載板,0.9649,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416204026.jpg,9,M58-乘載板,M58-乘載板,0.9235,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416204022.jpg,9,M58-乘載板,M58-乘載板,0.9982,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416204021.jpg,9,M58-乘載板,M58-乘載板,0.9917,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416204019.jpg,9,M58-乘載板,M58-乘載板,0.9897,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416204015.jpg,9,M58-乘載板,M58-乘載板,0.8904,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416204014.jpg,9,M58-乘載板,M58-乘載板,0.9210,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416204013.jpg,9,M58-乘載板,M58-乘載板,0.9376,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416204012.jpg,9,M58-乘載板,M58-乘載板,0.8217,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416204010.jpg,9,M58-乘載板,M58-乘載板,0.6757,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416204000.jpg,9,M58-乘載板,M58-乘載板,0.9437,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416203958.jpg,9,M58-乘載板,M58-乘載板,0.9735,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416203955.jpg,9,M58-乘載板,M58-乘載板,0.9126,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416203954.jpg,9,M58-乘載板,M58-乘載板,0.7402,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416203938.jpg,9,M58-乘載板,M58-乘載板,0.9587,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416203937.jpg,9,M58-乘載板,M58-乘載板,0.9910,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416203947.jpg,9,M58-乘載板,M58-乘載板,0.9469,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416203940.jpg,9,M58-乘載板,M58-乘載板,0.9563,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416203929.jpg,9,M58-乘載板,M58-皮帶拖板,0.4294,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板/20240416203927.jpg,9,M58-乘載板,M58-皮帶拖板,0.6424,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104330.jpg,10,M58-乘載板導條,M58-乘載板導條,0.5841,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104329.jpg,10,M58-乘載板導條,M58-拖鏈封蓋,0.5291,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104056.jpg,10,M58-乘載板導條,M58-乘載板導條,0.3595,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104058.jpg,10,M58-乘載板導條,M58-封板支撐柱,0.2991,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104059.jpg,10,M58-乘載板導條,M58-拖鏈封蓋,0.5078,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104106.jpg,10,M58-乘載板導條,M58-拖鏈封蓋,0.8277,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104107.jpg,10,M58-乘載板導條,M58-拖鏈封蓋,0.4393,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104110.jpg,10,M58-乘載板導條,M58-拖鏈封蓋,0.7771,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104112.jpg,10,M58-乘載板導條,M58-封板支撐柱,0.6618,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104115.jpg,10,M58-乘載板導條,M58-拖鏈封蓋,0.5447,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104226.jpg,10,M58-乘載板導條,M58-拖鏈封蓋,0.6015,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104217.jpg,10,M58-乘載板導條,M58-拖鏈封蓋,0.7054,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104216.jpg,10,M58-乘載板導條,M58-拖鏈封蓋,0.5480,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104214.jpg,10,M58-乘載板導條,M58-拖鏈封蓋,0.7053,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104210.jpg,10,M58-乘載板導條,M58-拖鏈封蓋,0.5135,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104208.jpg,10,M58-乘載板導條,M58-拖鏈封蓋,0.6637,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104204.jpg,10,M58-乘載板導條,M58-拖鏈封蓋,0.7987,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104203.jpg,10,M58-乘載板導條,M58-拖鏈封蓋,0.7434,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104201.jpg,10,M58-乘載板導條,M58-拖鏈封蓋,0.8006,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104155.jpg,10,M58-乘載板導條,M58-皮帶支撐片,0.9267,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104154.jpg,10,M58-乘載板導條,M58-皮帶支撐片,0.8699,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104151.jpg,10,M58-乘載板導條,M58-皮帶支撐片,0.7670,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104144.jpg,10,M58-乘載板導條,M58-皮帶支撐片,0.9653,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104142.jpg,10,M58-乘載板導條,M58-皮帶支撐片,0.9350,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104139.jpg,10,M58-乘載板導條,M58-皮帶支撐片,0.9088,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104122.jpg,10,M58-乘載板導條,M58-拖鏈封蓋,0.5060,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104308.jpg,10,M58-乘載板導條,M58-皮帶支撐片,0.8940,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104228.jpg,10,M58-乘載板導條,M58-拖鏈封蓋,0.5995,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104234.jpg,10,M58-乘載板導條,M58-封板支撐柱,0.4172,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104232.jpg,10,M58-乘載板導條,M58-拖鏈封蓋,0.7596,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104241.jpg,10,M58-乘載板導條,M58-拖鏈封蓋,0.7509,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104255.jpg,10,M58-乘載板導條,M58-皮帶支撐片,0.7608,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104306.jpg,10,M58-乘載板導條,M58-皮帶支撐片,0.9125,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104238.jpg,10,M58-乘載板導條,M58-拖鏈封蓋,0.9107,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104327.jpg,10,M58-乘載板導條,M58-拖鏈封蓋,0.3594,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104314.jpg,10,M58-乘載板導條,M58-皮帶支撐片,0.8794,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-乘載板導條/20240417104322.jpg,10,M58-乘載板導條,M58-拖鏈封蓋,0.5967,False
